宏润家园,1栋右,HITACHI,乘客电梯,31104306022016060029,,,,14G073813,MCA-1050-CO105,,26,26,26,1050,1.75,2017-4-1,岳阳市岳阳楼区湖滨大道高尔夫球场斜对面,,,
宏润家园,1栋左,HITACHI,乘客电梯,31104306022016050012,,,,14G073812,MCA-1050-CO105,,26,26,26,1050,1.75,2017-4-1,岳阳市岳阳楼区湖滨大道高尔夫球场斜对面,,,
金博林,博林苑2栋东单元右2#,HITACHI,乘客电梯,31104306022016050004,,日立电梯（中国）有限公司,2016-3-1,15G054138,HGE-825-CO105(单开门）,,28,28,28,825,1.75,2017-8-17,岳阳市炮台山路晓朝宾馆旁,,,
金博林,博林苑2栋西单元左3#,HITACHI,乘客电梯,31104306022016050003,,日立电梯（中国）有限公司,2016-3-1,15G054137,HGE-825-CO105(单开门）,,28,28,28,825,1.75,2017-8-17,岳阳市炮台山路晓朝宾馆旁,,,
南湖壹号,14栋左14-1#,HITACHI,乘客电梯,31104306022016090043,,,,15G016492,MCA-1050-C0105,,19,19,19,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,14栋右14-2#,HITACHI,乘客电梯,31104306022016090044,,,,15G016493,MCA-1050-C0105,,19,19,19,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,2-3#,HITACHI,乘客电梯,31104306022016070068,,,,15G016500,MCA-1050-C0105,,11,11,11,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,2-1#,HITACHI,乘客电梯,31104306022016070067,,,,15G016499,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,12栋西单元右21#,HITACHI,乘客电梯,31104306022016030007,,,,15G016486,MCA-1050-C0105,,19,19,19,1050,1.75,2017-12-11,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,12栋西单元左12#,HITACHI,乘客电梯,31104306022016080071,,,,15G016487,MCA-1050-C0105,,19,19,19,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,12栋东单元左40#,HITACHI,乘客电梯,31104306022016030006,,,,15G016484,MCA-1050-C0105,,19,19,19,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,12栋东单元右10#,HITACHI,乘客电梯,31104306022016080070,,,,15G016485,MCA-1050-C0105,,19,19,19,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,9栋西单元右9-4#,HITACHI,乘客电梯,31104306022016080067,,,,15G016521,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,9栋西单元左9-3#,HITACHI,乘客电梯,31104306022015100057,,,,15G016520,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,9栋东单元右9-1#,HITACHI,乘客电梯,31104306022016080060,,,,15G016513,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,9栋东单元左9-2#,HITACHI,乘客电梯,31104306022016050005,,,,15G016512,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,8栋西单元右8-2#,HITACHI,乘客电梯,31104306022016080062,,,,15G016516,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,8栋西单元左8-1#,HITACHI,乘客电梯,31104306022016080063,,,,15G016517,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,8栋东单元右8-4#,HITACHI,乘客电梯,31104306022016090064,,,,15G016519,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,8栋东单元左8-3#,HITACHI,乘客电梯,31104306022016080064,,,,15G016518,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,7栋西单元右39#,HITACHI,乘客电梯,31104306022016080069,,,,15G016523,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,7栋西单元左23#,HITACHI,乘客电梯,31104306022016050006,,,,15G016522,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,7栋东单元右26#,HITACHI,乘客电梯,31104306022015100059,,,,15G016514,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,7栋东单元左34#,HITACHI,乘客电梯,31104306022016080061,,,,15G016515,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,6栋西单元右33#,HITACHI,乘客电梯,31104306022016080058,,,,15G016510,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,6栋西单元左32#,HITACHI,乘客电梯,31104306022016080059,,,,15G016511,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,6栋中单元右29#,HITACHI,乘客电梯,31104306022016080057,,,,15G016509,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,6栋中单元左27#,HITACHI,乘客电梯,31104306022016070069,,,,15G016508,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,6栋东单元右7#,HITACHI,乘客电梯,31104306022016080068,,,,15G016507,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,6栋东单元左22#,HITACHI,乘客电梯,31104306022016010064,,,,15G016506,MCA-1050-C0105,,16,16,16,1050,1.75,2017-12-12,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,5-2#,HITACHI,乘客电梯,31104306022016060050,,,,15G016505,MCA-1050-C0105,,12,12,12,1050,1.75,2017-12-11,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,5-1#,HITACHI,乘客电梯,31104306022016060049,,,,15G016504,MCA-1050-C0105,,12,12,12,1050,1.75,2017-12-11,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,4-2#,HITACHI,乘客电梯,31104306022016060048,,,,15G016503,MCA-1050-C0105,,11,11,11,1050,1.75,2017-12-11,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,2-2#,HITACHI,乘客电梯,31104306022016060047,,,,15G016502,MCA-1050-C0105,,11,11,11,1050,1.75,2017-12-11,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,3-1#,HITACHI,乘客电梯,31104306022016060046,,,,15G016501,MCA-1050-C0105,,10,10,10,1050,1.75,2017-12-11,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,1-1#,HITACHI,乘客电梯,31104306022016030005,,,,15G016475,MCA-1050-C0105,,10,10,10,1050,1.75,2017-12-11,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,4-1#,HITACHI,乘客电梯,31104306022016030008,,,,15G016498,MCA-1050-C0105,,11,11,11,1050,1.75,2017-12-11,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,茶博城,HITACHI,乘客电梯,31104306022016010063,,日立电梯（中国）有限公司,2015-7-10,15G016534,LCA-1600-C060,,5,5,5,1600,1,2017-8-22,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,茶博城E区4#,HITACHI,乘客电梯,31104306022016010062,,日立电梯（中国）有限公司,2015-7-10,15G016527,LCA-1600-C060,,4,4,4,1600,1,2017-8-22,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,茶博城C区3#,HITACHI,乘客电梯,31104306022015100058,,日立电梯（中国）有限公司,2015-7-10,15G016526,LCA-1050-C060,,3,3,3,1050,1,2017-8-22,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,茶博城B区2#,HITACHI,乘客电梯,31104306022015090054,,日立电梯（中国）有限公司,2015-7-1,15G016525,LCA-825-C060,,6,6,6,825,1,2017-8-22,岳阳楼区湖滨大道南湖壹号,,,
南湖壹号,茶博城B区1#,HITACHI,乘客电梯,31104306022015090053,,日立电梯（中国）有限公司,2015-7-1,15G016524,LCA-1600-C060,,4,4,4,1600,1,2017-8-22,岳阳楼区湖滨大道南湖壹号,,,
岳阳市烟草局,大厅左2#,HITACHI,乘客电梯,31104306022016050009,,,,15G067478,MCA-1350-C0105,,9,9,9,1350,1.75,2017-6-12,湖南省烟草公司岳阳市公司,,,
人和美酒店,1#,华凯,乘客电梯,31104306022016030004,,广东华凯电梯有限公司,2015-12-1,K201510004,TKJ630/1.0-JWX.VVVF,,8,8,8,630,1,2018-6-7,陈军私宅,,,
岳阳市云溪区地方税务局,1#,HITACHI,乘客电梯,31104306032016050001,,日立电梯（中国）有限公司,2016-3-7,15G061632,LCA-1050-C090(后壁观光),,6,6,6,1050,1.5,2017-5-10,岳阳市云溪区云中西路136号,,,
岳阳市烟草局,大厅右1#,HITACHI,乘客电梯,31104306022016050008,,,,15G067477,MCA-1350-C0105,,9,9,9,1350,1.75,2017-6-12,湖南省烟草公司岳阳市公司,,,
海圣祥,L2,德奥,乘客电梯,31204306022016050004,,广东德奥电梯科技有限公司,2016-1-11,14110820,THJ3000/0.5-JXW(VVVF),,4,4,4,3000,0.5,2017-6-1,岳阳市临港产业新区,,,
海圣祥,仓库1号楼L1,德奥,乘客电梯,31204306022016050003,,,2014-11-3,14110819,THJ3000/0.5-JXW(VVVF),,4,4,4,3000,0.5,2017-6-1,岳阳市临港产业新区,,,
洛王棚改户,5#,广日,乘客电梯,31104306022016010068,,,2015-11-1,15013533005,G.Wiz1050-CO1.75,,19,19,19,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,6#,广日,乘客电梯,31104306022016010069,,,2015-11-1,15013533006,G.Wiz1050-CO1.75,,19,19,19,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,10#,广日,乘客电梯,31104306022016010073,,,2015-11-1,15013533010,G.Wiz1050-CO1.75,,19,19,19,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,9#,广日,乘客电梯,31104306022016010072,,,2015-11-1,15013533009,G.Wiz1050-CO1.75,,19,19,19,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,7#,广日,乘客电梯,31104306022016010070,,,2015-11-1,15013533007,G.Wiz1050-CO1.75,,19,19,19,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,8#,广日,乘客电梯,31104306022016010071,,,2015-11-1,15013533008,G.Wiz1050-CO1.75,,19,19,19,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,11#,广日,乘客电梯,31104306022016010074,,,2015-11-1,15013533011,G.Wiz1050-CO1.75,,19,19,19,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,12#,广日,乘客电梯,31104306022016010075,,,2015-11-1,15013533012,G.Wiz1050-CO1.75,,19,19,19,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,3#,广日,乘客电梯,31104306022016010066,,,2015-11-1,15013533003,G.Wiz1050-CO1.75,,23,23,23,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,2#,广日,乘客电梯,31004306022016010001,,,2015-11-1,15013533002,G.Wiz1050-CO1.75,,23,23,23,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,1#,广日,乘客电梯,31104306022016010065,,,2015-11-1,15013533001,G.Wiz1050-CO1.75,,23,23,23,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
洛王棚改户,4#,广日,乘客电梯,31104306022016010067,,,2015-11-1,15013533004,G.Wiz1050-CO1.75,,23,23,23,1050,1.75,2017-4-1,岳阳市洛王路与加义路交汇处西南角,,,
岳阳救助站,办公楼,广日,乘客电梯,31104306022015120017,,广州广日电梯工业有限公司,2015-8-1,15013633001,G.Wiz1050-C01.5,,6,6,6,1050,1.5,2018-4-11,岳阳市岳阳楼区洛王雷锋山小区旁,,,
中粮米业,生产车间,日立,乘客电梯,31104306212013060001,,,2017-3-1,12G511638,HGP-825-C090,,9,9,9,825,1.5,2018-3-16,岳阳县荣家湾生态工业园201国道旁,,,
妇幼七天酒店,客房部右,日立,乘客电梯,30104306022011070006,,,2011-4-22,11G006537,HGP-825-C090,,14,14,14,825,1.5,2017-6-19,岳阳楼区巴陵中路妇幼对面,,,
妇幼七天酒店,酒店,日立,乘客电梯,30104306022011070007,,,2011-4-22,11G006536,HGP-825-C090,,14,14,14,825,1.5,2017-6-19,岳阳楼区巴陵中路妇幼对面,,,
碧水香樟,裙楼5#,日立,乘客电梯,32104306022013060001,,,2013-4-10,12G030599,NF-2000-2S30,,3,3,3,2000,0.5,2017-3-1,岳阳市北环路碧水香樟,,,
碧水香樟,1栋西单元左3#,日立,乘客电梯,32104306022013060008,,日立电梯（中国）有限公司,2013-4-10,12G026163,MCA-1050-C0105,,28,28,28,1050,1.75,2018-3-16,岳阳市北环路碧水香樟,,,
碧水香樟,2栋西单元右2#,日立,乘客电梯,32104306022013060007,,日立电梯（中国）有限公司,2013-4-10,12G026162,MCA-1050-C0105,,27,27,27,1050,1.75,2018-3-16,岳阳市北环路碧水香樟,,,
碧水香樟,2栋东单元右1#,日立,乘客电梯,32104306022013060006,,日立电梯（中国）有限公司,2013-4-10,12G026161,MCA-1050-C0105,,28,28,28,1050,1.75,2018-3-16,岳阳市北环路碧水香樟,,,
碧水香樟,1栋东单元左9#,日立,乘客电梯,32104306022013060005,,日立电梯（中国）有限公司,2013-4-10,12G026168,MCA-1050-C0105,,28,28,28,1050,1.75,2018-3-16,岳阳市北环路碧水香樟,,,
碧水香樟,1栋东单元右4#,日立,乘客电梯,32104306022013060004,,日立电梯（中国）有限公司,2013-4-10,12G026164,MCA-1050-C0105,,28,28,28,1050,1.75,2018-3-16,岳阳市北环路碧水香樟,,,
碧水香樟,2栋东单元左6#,日立,乘客电梯,32104306022013060003,,日立电梯（中国）有限公司,2013-4-10,12G026165,MCA-1050-C0105,,28,28,28,1050,1.75,2018-3-16,岳阳市北环路碧水香樟,,,
碧水香樟,2栋西单元左7#,日立,乘客电梯,32104306022013060002,,日立电梯（中国）有限公司,2013-4-10,12G026166,MCA-1050-C0105,,28,28,28,1050,1.75,2018-3-16,岳阳市北环路碧水香樟,,,
碧水香樟,1栋西单元右8#,日立,乘客电梯,32104306022013060009,,日立电梯（中国）有限公司,2013-4-10,12G026167,MCA-1050-C0105,,27,27,27,1050,1.75,2018-3-16,岳阳市北环路碧水香樟,,,
摩登国际,4#,三菱,乘客电梯,30104306022009030004,,,2008-11-1,810022588,LEHY-II/800KG1.75M/S,,2118,2118,2118,800,1.75,2017-6-12,岳阳市五里牌,,,
摩登国际,3#,三菱,乘客电梯,30104306022009030003,,,2008-11-1,810022587,LEHY-II/800KG1.75M/S,,2118,2118,2118,800,1.75,2017-6-12,岳阳市五里牌,,,
摩登国际,2#,三菱,乘客电梯,30104306022009030002,,,2008-11-1,810022586,LEHY-II/800KG1.75M/S,,2118,2118,2118,800,1.75,2017-6-12,岳阳市五里牌,,,
摩登国际,1#,三菱,乘客电梯,30104306022009030001,,,2008-11-1,810022585,LEHY-II/800KG1.75M/S,,2118,2118,2118,800,1.75,2017-6-12,岳阳市五里牌,,,
鹏瑞珑庭,B栋2单元,日立,乘客电梯,31104306212013090002,,日立电梯（中国）有限公司,2013-9-1,13G008203,HGP-1050-C0105,,17,17,17,1050,1.75,2017-12-20,岳阳市岳阳县201省道旁,,,
鹏瑞珑庭,B栋3单元,日立,乘客电梯,31104306212013090001,,,2013-9-1,13G008204,HGP-1050-C0105,,18,18,18,1050,1.75,2017-12-20,岳阳市岳阳县201省道旁,,,
鹏瑞珑庭,B栋1单元#,日立,乘客电梯,31104306212013060005,,,2013-9-1,13G008202,HGP-1050-C0105,,18,18,18,1050,1.75,2017-12-19,岳阳市岳阳县201省道旁,,,
鹏瑞珑庭,A栋3单元#,日立,乘客电梯,31104306212013060004,,,2013-9-1,13G008201,HGP-1050-C0105,,18,18,18,1050,1.75,2017-12-20,岳阳市岳阳县201省道旁,,,
鹏瑞珑庭,A栋2单元#,日立,乘客电梯,31104306212013060003,,,2013-9-1,13G008200,HGP-1050-C0105,,18,18,18,1050,1.75,2017-12-19,岳阳市岳阳县201省道旁,,,
鹏瑞珑庭,A栋1单元,日立,乘客电梯,31104306212013060002,,,2013-9-1,13G008199,HGP-1050-C0105,,18,18,18,1050,1.75,2017-12-20,岳阳市岳阳县201省道旁,,,
岳阳广播电视台,办公楼东左,广日,乘客电梯,31104306022016060034,,,,16249933001,G.Wiz1050-CO2.0,,26,26,26,1050,2,2016-10-1,岳阳市南湖大道,,,
岳阳广播电视台,办公楼东右,广日,乘客电梯,31104306022016060033,,,,16249933001,G.Wiz1050-CO2.0,,26,26,26,1050,2,2016-10-1,岳阳市南湖大道,,,
岳铁东城名邸,3栋东单元右,日立,乘客电梯,31104306832015050001,,日立电梯（中国）有限公司,2014-11-10,14G028816,MCA-1050-CO105,,19,19,19,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,3栋西单元左,日立,乘客电梯,31104306832015080005,,日立电梯（中国）有限公司,2015-4-10,14G028822,MCA-1050-2S105,,19,19,19,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,3栋东单元左,日立,乘客电梯,31104306832015060020,,日立电梯（中国）有限公司,2015-6-10,14G028812,MCA-1050-CO105,,18,18,18,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,3栋西单元右,日立,乘客电梯,31104306832015080002,,日立电梯（中国）有限公司,2015-4-10,14G028814,MCA-1050-2S105,,19,19,19,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,2栋西单元右,日立,乘客电梯,31104306832015080004,,日立电梯（中国）有限公司,2015-4-10,14G028821,MCA-1050-CO105,,18,18,18,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,2栋西单元左,日立,乘客电梯,31104306832015080001,,日立电梯（中国）有限公司,2015-4-10,14G028811,MCA-1050-2S105,,19,19,19,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,2栋东单元左,日立,乘客电梯,31104306832015080003,,日立电梯（中国）有限公司,2015-4-10,14G028817,MCA-1050-CO105,,18,18,18,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,2栋东单元右,日立,乘客电梯,31104306832015050002,,日立电梯（中国）有限公司,2014-11-10,14G028813,MCA-1050-2S105,,19,19,19,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,1栋东单元左,日立,乘客电梯,31104306832015060021,,日立电梯（中国）有限公司,2015-6-10,14G028815,MCA-1050-CO105,,18,18,18,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,1栋西单元左,日立,乘客电梯,31104306832015060022,,日立电梯（中国）有限公司,2015-6-10,14G028818,MCA-1050-2S105,,19,19,19,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,1栋西单元右,日立,乘客电梯,31104306832015060023,,日立电梯（中国）有限公司,2015-6-10,14G028819,MCA-1050-CO105,,18,18,18,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
岳铁东城名邸,1栋东单元右,日立,乘客电梯,31104306832015050003,,日立电梯（中国）有限公司,2014-11-10,14G028820,MCA-1050-2S105,,19,19,19,1050,1.75,2017-3-1,岳阳市经济开发区白石岭路,,,
金地花园,7栋东单元左,快速,乘客电梯,31104306022015060073,,快速电梯有限公司,2015-5-27,09NN7974,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,7栋东单元右,快速,乘客电梯,31104306022015060072,,快速电梯有限公司,2015-5-27,09NN7973,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,7栋西单元右,快速,乘客电梯,31104306022015060071,,快速电梯有限公司,2015-5-27,09NN7972,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,7栋西单元左,快速,乘客电梯,31104306022015060059,,快速电梯有限公司,2015-5-27,09NN7971,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,4栋东单元右,快速,乘客电梯,31104306022015100020,,快速电梯有限公司,2015-7-2,09NN7982,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,4栋东单元左,快速,乘客电梯,31104306022015100019,,快速电梯有限公司,2015-7-2,09NN7981,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,4栋西单元右,快速,乘客电梯,31104306022015100018,,快速电梯有限公司,2015-7-2,09NN7980,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,4栋西单元左,快速,乘客电梯,31104306022015100017,,快速电梯有限公司,2015-7-2,09NN7979,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,8栋西单元左,快速,乘客电梯,31104306022015070014,,快速电梯有限公司,2015-4-29,09NN7986,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,8栋西单元右,快速,乘客电梯,31104306022015070013,,快速电梯有限公司,2015-7-2,09NN7985,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,8栋东单元左,快速,乘客电梯,31104306022015070012,,快速电梯有限公司,2015-4-29,09NN7984,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,8栋东单元右,快速,乘客电梯,31104306022015070011,,快速电梯有限公司,2015-4-29,09NN7983,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,5栋右,快速,乘客电梯,31104306022015070010,,快速电梯有限公司,2015-5-14,09NN7978,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,6栋右,快速,乘客电梯,31104306022015070009,,快速电梯有限公司,2015-5-14,09NN7977,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,6栋左,快速,乘客电梯,31104306022015070008,,快速电梯有限公司,2015-5-14,09NN7976,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,5栋左,快速,乘客电梯,31104306022015070007,,快速电梯有限公司,2015-5-14,09NN7975,HOMEX5100/PO1000-C01.75,,19,19,19,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,3栋东单元左,快速,乘客电梯,31104306022015030021,,快速电梯有限公司,2014-12-25,09NN7967,HOMEX5100/PO1000-C01.75,,17,17,17,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,3栋东单元右,快速,乘客电梯,31104306022015030020,,快速电梯有限公司,2014-12-25,09NN7968,HOMEX5100/PO1000-C01.75,,17,17,17,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,2栋西单元左,快速,乘客电梯,31104306022015030019,,快速电梯有限公司,2014-12-25,09NN7964,HOMEX5100/PO1000-C01.75,,16,16,16,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,2栋西单元右,快速,乘客电梯,31104306022015030018,,快速电梯有限公司,2014-12-25,09NN7963,HOMEX5100/PO1000-C01.75,,16,16,16,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,1栋东单元右,快速,乘客电梯,31104306022015030017,,快速电梯有限公司,2014-12-25,09NN7960,HOMEX5100/PO1000-C01.75,,17,17,17,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,1栋东单元左,快速,乘客电梯,31104306022015030016,,快速电梯有限公司,2014-12-25,09NN7959,HOMEX5100/PO1000-C01.75,,17,17,17,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,3栋西单元东,快速,乘客电梯,31104306022015070006,,快速电梯有限公司,2015-3-20,09NN7970,HOMEX5100/PO1000-C01.75,,17,17,17,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,3栋西单元左,快速,乘客电梯,31104306022015070005,,快速电梯有限公司,2015-3-20,09NN7969,HOMEX5100/PO1000-C01.75,,17,17,17,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,2栋东单元左,快速,乘客电梯,31104306022015070004,,快速电梯有限公司,2015-3-20,09NN7962,HOMEX5100/PO1000-C01.75,,17,17,17,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,2栋东单元右,快速,乘客电梯,31104306022015070003,,快速电梯有限公司,2015-3-20,09NN7961,HOMEX5100/PO1000-C01.75,,17,17,17,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,1栋西单元左,快速,乘客电梯,31104306022015070002,,快速电梯有限公司,2015-3-20,09NN7965,HOMEX5100/PO1000-C01.75,,16,16,16,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
金地花园,1栋西单元右,快速,乘客电梯,31104306022015070001,,快速电梯有限公司,2015-3-20,09NN7966,HOMEX5100/PO1000-C01.75,,16,16,16,1000,1.75,2018-3-30,岳阳市岳阳楼区冷水铺,,,
岳阳广播电视台,办公楼西右,广日,乘客电梯,31104306022016060032,,,,16249933002,G.Wiz1050-CO2.0,,26,26,26,1050,2,2016-10-1,岳阳市南湖大道,,,
岳阳日报社,2#,HITACHI,乘客电梯,31104306022012070030,,,,12G010960,HGP-1050-C090,,16,16,16,1050,1.5,2017-6-12,岳阳大道,,,
岳阳日报社,1#,HITACHI,乘客电梯,31104306022012070029,,,,12G010959,HGP-1050-C090,,15,15,15,1050,1.5,2017-6-12,岳阳大道,,,
岳阳市社会福利院,大厅右1#,华凯,乘客电梯,31104306022016120009,,广东华凯电梯有限公司,2016-11-2,K201610007,TKJW1000/1.0-JXW.VVVF,,8,8,8,1000,1,2017-9-14,岳阳市岳阳楼区康岳花园,,,
岳阳广播电视台,办公楼西左,广日,乘客电梯,31104306022016060031,,,,16249933001,G.Wiz1050-CO2.0,,26,26,26,1050,2,2016-10-1,岳阳市南湖大道,,,
岳阳市档案馆,2#,快速,乘客电梯,31104306022015100036,,,2015-8-11,09NP3278,HYPEX 7200/1000KG 1.75M/S,,6,6,6,1000,1.75,2017-4-1,岳阳市开发区巴陵东路新体育馆旁,,,
